densidad,idx,solucion,tiempo,archivo
0.7,4,7,0.731285,new_3000_dataset/erdos_n3000_p0c0.7_4.graph
0.7,5,8,0.689407,new_3000_dataset/erdos_n3000_p0c0.7_5.graph
0.7,6,7,0.680863,new_3000_dataset/erdos_n3000_p0c0.7_6.graph
0.7,7,9,0.713527,new_3000_dataset/erdos_n3000_p0c0.7_7.graph
0.7,8,8,0.694197,new_3000_dataset/erdos_n3000_p0c0.7_8.graph
0.7,9,9,0.703948,new_3000_dataset/erdos_n3000_p0c0.7_9.graph
0.7,10,9,0.689045,new_3000_dataset/erdos_n3000_p0c0.7_10.graph
0.7,11,8,0.691306,new_3000_dataset/erdos_n3000_p0c0.7_11.graph
0.7,12,8,0.683854,new_3000_dataset/erdos_n3000_p0c0.7_12.graph
0.7,13,8,0.716523,new_3000_dataset/erdos_n3000_p0c0.7_13.graph
0.7,14,8,0.744154,new_3000_dataset/erdos_n3000_p0c0.7_14.graph
0.7,15,8,0.684622,new_3000_dataset/erdos_n3000_p0c0.7_15.graph
0.7,16,9,0.719239,new_3000_dataset/erdos_n3000_p0c0.7_16.graph
0.7,17,9,0.658954,new_3000_dataset/erdos_n3000_p0c0.7_17.graph
0.7,18,8,0.728603,new_3000_dataset/erdos_n3000_p0c0.7_18.graph
0.7,19,9,0.728778,new_3000_dataset/erdos_n3000_p0c0.7_19.graph
0.7,20,8,0.676987,new_3000_dataset/erdos_n3000_p0c0.7_20.graph
0.7,21,8,0.670306,new_3000_dataset/erdos_n3000_p0c0.7_21.graph
0.7,22,9,0.698907,new_3000_dataset/erdos_n3000_p0c0.7_22.graph
0.7,23,8,0.721461,new_3000_dataset/erdos_n3000_p0c0.7_23.graph
0.7,24,8,0.688914,new_3000_dataset/erdos_n3000_p0c0.7_24.graph
0.7,25,8,0.699157,new_3000_dataset/erdos_n3000_p0c0.7_25.graph
0.7,26,8,0.684284,new_3000_dataset/erdos_n3000_p0c0.7_26.graph
0.7,27,9,0.6761,new_3000_dataset/erdos_n3000_p0c0.7_27.graph
0.7,28,8,0.668431,new_3000_dataset/erdos_n3000_p0c0.7_28.graph
0.7,29,8,0.683192,new_3000_dataset/erdos_n3000_p0c0.7_29.graph
0.7,30,7,0.701251,new_3000_dataset/erdos_n3000_p0c0.7_30.graph
0.8,1,6,0.79632,new_3000_dataset/erdos_n3000_p0c0.8_1.graph
0.8,2,6,0.794861,new_3000_dataset/erdos_n3000_p0c0.8_2.graph
0.8,3,7,0.791302,new_3000_dataset/erdos_n3000_p0c0.8_3.graph
0.8,4,7,0.784115,new_3000_dataset/erdos_n3000_p0c0.8_4.graph
