densidad,idx,solucion,tiempo,archivo
0.7,20,9,0.0691604,new_1000_dataset/erdos_n1000_p0c0.7_20.graph
0.7,21,9,0.0644746,new_1000_dataset/erdos_n1000_p0c0.7_21.graph
0.7,22,7,0.0764319,new_1000_dataset/erdos_n1000_p0c0.7_22.graph
0.7,23,8,0.0966727,new_1000_dataset/erdos_n1000_p0c0.7_23.graph
0.7,24,8,0.0835413,new_1000_dataset/erdos_n1000_p0c0.7_24.graph
0.7,25,7,0.0664066,new_1000_dataset/erdos_n1000_p0c0.7_25.graph
0.7,26,8,0.0682933,new_1000_dataset/erdos_n1000_p0c0.7_26.graph
0.7,27,8,0.0794661,new_1000_dataset/erdos_n1000_p0c0.7_27.graph
0.7,28,8,0.080679,new_1000_dataset/erdos_n1000_p0c0.7_28.graph
0.7,29,8,0.0682247,new_1000_dataset/erdos_n1000_p0c0.7_29.graph
0.7,30,9,0.0637708,new_1000_dataset/erdos_n1000_p0c0.7_30.graph
0.8,1,7,0.0812438,new_1000_dataset/erdos_n1000_p0c0.8_1.graph
0.8,2,7,0.0897078,new_1000_dataset/erdos_n1000_p0c0.8_2.graph
0.8,3,6,0.120958,new_1000_dataset/erdos_n1000_p0c0.8_3.graph
0.8,4,6,0.0851027,new_1000_dataset/erdos_n1000_p0c0.8_4.graph
0.8,5,6,0.0713313,new_1000_dataset/erdos_n1000_p0c0.8_5.graph
0.8,6,6,0.0839824,new_1000_dataset/erdos_n1000_p0c0.8_6.graph
0.8,7,6,0.0816089,new_1000_dataset/erdos_n1000_p0c0.8_7.graph
0.8,8,6,0.0775878,new_1000_dataset/erdos_n1000_p0c0.8_8.graph
0.8,9,6,0.0902347,new_1000_dataset/erdos_n1000_p0c0.8_9.graph
0.8,10,6,0.0810876,new_1000_dataset/erdos_n1000_p0c0.8_10.graph
0.8,11,6,0.072628,new_1000_dataset/erdos_n1000_p0c0.8_11.graph
0.8,12,6,0.0857569,new_1000_dataset/erdos_n1000_p0c0.8_12.graph
0.8,13,6,0.0951934,new_1000_dataset/erdos_n1000_p0c0.8_13.graph
0.8,14,6,0.074803,new_1000_dataset/erdos_n1000_p0c0.8_14.graph
0.8,15,6,0.0724559,new_1000_dataset/erdos_n1000_p0c0.8_15.graph
0.8,16,6,0.0736628,new_1000_dataset/erdos_n1000_p0c0.8_16.graph
0.8,17,6,0.105147,new_1000_dataset/erdos_n1000_p0c0.8_17.graph
0.8,18,6,0.0813135,new_1000_dataset/erdos_n1000_p0c0.8_18.graph
0.8,19,5,0.0893931,new_1000_dataset/erdos_n1000_p0c0.8_19.graph
0.8,20,7,0.0878571,new_1000_dataset/erdos_n1000_p0c0.8_20.graph
0.8,21,7,0.0889997,new_1000_dataset/erdos_n1000_p0c0.8_21.graph
0.8,22,6,0.0771212,new_1000_dataset/erdos_n1000_p0c0.8_22.graph
0.8,23,6,0.0711496,new_1000_dataset/erdos_n1000_p0c0.8_23.graph
0.8,24,6,0.0810519,new_1000_dataset/erdos_n1000_p0c0.8_24.graph
0.8,25,6,0.0792903,new_1000_dataset/erdos_n1000_p0c0.8_25.graph
0.8,26,6,0.0805564,new_1000_dataset/erdos_n1000_p0c0.8_26.graph
0.8,27,6,0.0759824,new_1000_dataset/erdos_n1000_p0c0.8_27.graph
0.8,28,6,0.0803641,new_1000_dataset/erdos_n1000_p0c0.8_28.graph
0.8,29,6,0.0794126,new_1000_dataset/erdos_n1000_p0c0.8_29.graph
0.8,30,5,0.0787136,new_1000_dataset/erdos_n1000_p0c0.8_30.graph
0.9,1,5,0.0933295,new_1000_dataset/erdos_n1000_p0c0.9_1.graph
0.9,2,4,0.0823889,new_1000_dataset/erdos_n1000_p0c0.9_2.graph
0.9,3,5,0.0842409,new_1000_dataset/erdos_n1000_p0c0.9_3.graph
0.9,4,4,0.0906848,new_1000_dataset/erdos_n1000_p0c0.9_4.graph
0.9,5,5,0.0815203,new_1000_dataset/erdos_n1000_p0c0.9_5.graph
0.9,6,5,0.0820121,new_1000_dataset/erdos_n1000_p0c0.9_6.graph
0.9,7,5,0.0796184,new_1000_dataset/erdos_n1000_p0c0.9_7.graph
0.9,8,4,0.0799533,new_1000_dataset/erdos_n1000_p0c0.9_8.graph
0.9,9,5,0.0790321,new_1000_dataset/erdos_n1000_p0c0.9_9.graph
0.9,10,4,0.0825655,new_1000_dataset/erdos_n1000_p0c0.9_10.graph
0.9,11,5,0.0758913,new_1000_dataset/erdos_n1000_p0c0.9_11.graph
0.9,12,5,0.0782988,new_1000_dataset/erdos_n1000_p0c0.9_12.graph
0.9,13,4,0.0769008,new_1000_dataset/erdos_n1000_p0c0.9_13.graph
0.9,14,4,0.0809143,new_1000_dataset/erdos_n1000_p0c0.9_14.graph
0.9,15,5,0.0766374,new_1000_dataset/erdos_n1000_p0c0.9_15.graph
0.9,16,4,0.0873621,new_1000_dataset/erdos_n1000_p0c0.9_16.graph
0.9,17,5,0.0975726,new_1000_dataset/erdos_n1000_p0c0.9_17.graph
0.9,18,4,0.0879232,new_1000_dataset/erdos_n1000_p0c0.9_18.graph
0.9,19,5,0.0870922,new_1000_dataset/erdos_n1000_p0c0.9_19.graph
0.9,20,5,0.0775477,new_1000_dataset/erdos_n1000_p0c0.9_20.graph
0.9,21,5,0.0911705,new_1000_dataset/erdos_n1000_p0c0.9_21.graph
0.9,22,5,0.11778,new_1000_dataset/erdos_n1000_p0c0.9_22.graph
0.9,23,4,0.0881907,new_1000_dataset/erdos_n1000_p0c0.9_23.graph
0.9,24,4,0.0796601,new_1000_dataset/erdos_n1000_p0c0.9_24.graph
0.9,25,5,0.086918,new_1000_dataset/erdos_n1000_p0c0.9_25.graph
0.9,26,5,0.0757498,new_1000_dataset/erdos_n1000_p0c0.9_26.graph
0.9,27,5,0.0803664,new_1000_dataset/erdos_n1000_p0c0.9_27.graph
0.9,28,5,0.0870303,new_1000_dataset/erdos_n1000_p0c0.9_28.graph
0.9,29,4,0.0766635,new_1000_dataset/erdos_n1000_p0c0.9_29.graph
0.9,30,4,0.103669,new_1000_dataset/erdos_n1000_p0c0.9_30.graph
